,sentence,prediction,gold
4356,"[CLS] the statement about "" best hamburguers in town "" can be even amplifiaed to "" best hamburguers in world "" totally worth, juicy, big, fresh, and excellent customer service! [SEP] be [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-REC', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4357,"[CLS] the statement about "" best hamburguers in town "" can be even amplifiaed to "" best hamburguers in world "" totally worth, juicy, big, fresh, and excellent customer service! [SEP] amplifiaed [SEP]","['C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'ARGM-REC', 'C-V', 'R-ARGM-COM', '_', '_', '_', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', '_', 'ARGM-ADV', 'V', 'V', 'V', 'V', '_', '_', '_', 'ARGM-PRD', 'ARGM-PRD', 'ARGM-PRD', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4358,"[CLS] the statement about "" best hamburguers in town "" can be even amplifiaed to "" best hamburguers in world "" totally worth, juicy, big, fresh, and excellent customer service! [SEP] service [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-ARGM-CXN', 'ARGM-LVB', '_', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'ARG2', 'V', '_', '_']"
4359,[CLS] encino has been blessed by the opening of this smoke shop most definately. [SEP] has [SEP],"['C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4360,[CLS] encino has been blessed by the opening of this smoke shop most definately. [SEP] been [SEP],"['C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4361,[CLS] encino has been blessed by the opening of this smoke shop most definately. [SEP] blessed [SEP],"['ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'ARGM-TMP', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG1', 'ARG1', '_', '_', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', 'ARGM-ADV', 'ARGM-ADV', 'ARGM-ADV', '_', '_']"
4362,[CLS] encino has been blessed by the opening of this smoke shop most definately. [SEP] opening [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_']"
4363,[CLS] if you mention the name amir you will receive % 10 off at time of purchase [SEP] mention [SEP],"['C-V', 'ARGM-TMP', '_', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', 'ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4364,[CLS] if you mention the name amir you will receive % 10 off at time of purchase [SEP] receive [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'ARGM-TMP', 'ARGM-REC', '_', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-ARG1', 'C-V', 'C-V', 'C-V']","['_', '_', 'ARGM-ADV', '_', '_', '_', 'ARG0', 'ARGM-MOD', 'V', 'ARG1', '_', '_', '_', 'ARGM-TMP', '_', '_', '_']"
4365,[CLS] if you mention the name amir you will receive % 10 off at time of purchase [SEP] purchase [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-ARG1', 'C-V', '_', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
4366,[CLS] doctor hank is amazing [SEP] is [SEP],"['ARGM-LVB', 'ARGM-LVB', '_', 'R-ARGM-MNR', 'C-V']","['ARG1', '_', 'V', 'ARG2', '_']"
4367,[CLS] doctor hank is amazing [SEP] amazing [SEP],"['ARGM-LVB', 'C-V', 'C-V', '_', 'C-V']","['ARG0', '_', '_', 'V', '_']"
4368,[CLS] our family has been trusting doctor hank with our teeth for the last seven years. [SEP] has [SEP],"['C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4369,[CLS] our family has been trusting doctor hank with our teeth for the last seven years. [SEP] been [SEP],"['C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4370,[CLS] our family has been trusting doctor hank with our teeth for the last seven years. [SEP] trusting [SEP],"['C-V', 'ARGM-TMP', 'C-V', 'C-V', '_', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-ARG1', 'C-V', 'C-V']","['_', 'ARG0', '_', '_', 'V', 'ARG2', '_', '_', '_', 'ARG1', '_', '_', '_', '_', 'ARGM-TMP', '_', '_']"
4371,[CLS] i wouldn't go to anyone else. [SEP] go [SEP],"['ARGM-LVB', 'ARGM-REC', 'ARG3', 'ARG3', 'ARG3', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V']","['ARG0', 'ARGM-MOD', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', 'ARG4', '_', '_', '_']"
4372,[CLS] everyone on staff is very professional and friendly. [SEP] is [SEP],"['ARGM-LVB', 'C-V', 'C-V', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG1', '_', '_', 'V', '_', 'ARG2', '_', '_', '_', '_']"
4373,[CLS] everyone on staff is very professional and friendly. [SEP] friendly [SEP],"['ARGM-LVB', 'C-V', 'C-V', 'C-V', 'R-ARGM-CAU', 'C-V', 'C-V', '_', 'C-V', 'C-V']","['ARG1', '_', '_', '_', '_', '_', '_', 'V', '_', '_']"
4374,[CLS] stayed in the seaview room here in december 2009! [SEP] stayed [SEP],"['_', 'C-V', 'C-V', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-ARG1', 'C-V', 'C-ARG1', 'C-V', 'C-V', 'C-V']","['V', '_', '_', '_', '_', 'ARG3', 'ARGM-LOC', '_', 'ARGM-TMP', '_', '_', '_']"
4375,[CLS] wow what stunning views. [SEP] views [SEP],"['C-V', 'C-V', 'C-ARGM-CXN', '_', 'C-V', 'C-V']","['_', '_', 'ARGM-ADJ', 'V', '_', '_']"
4376,[CLS] the furnishing and finishes are great. [SEP] finishes [SEP],"['C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', 'V', '_', '_', '_', '_']"
4377,[CLS] the furnishing and finishes are great. [SEP] are [SEP],"['C-V', 'ARGM-LVB', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', '_', 'R-ARGM-MNR', 'C-V', 'C-V']","['_', 'ARG1', 'ARG1', 'ARG1', '_', '_', 'V', 'ARG2', '_', '_']"
4378,[CLS] the furnishing and finishes are great. [SEP] great [SEP],"['C-V', 'ARGM-LVB', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V']","['_', 'ARG1', 'ARG1', 'ARG1', '_', '_', '_', 'V', '_', '_']"
4379,[CLS] i highly recommend bay view if you are looking for accommodation in camps bay. [SEP] recommend [SEP],"['ARGM-TMP', 'R-ARGM-CAU', '_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG0', 'ARGM-EXT', 'V', '_', 'ARG1', '_', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_']"
4380,[CLS] i highly recommend bay view if you are looking for accommodation in camps bay. [SEP] are [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_']"
4381,[CLS] i highly recommend bay view if you are looking for accommodation in camps bay. [SEP] looking [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', 'C-V', '_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_']"
4382,[CLS] i highly recommend bay view if you are looking for accommodation in camps bay. [SEP] accommodation [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARGM-LOC', '_', '_']"
4383,"[CLS] surprisingly, this little strip mall restaurant has the best sushi i've found in the tampa area. [SEP] has [SEP]","['R-ARGM-COM', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', '_', 'C-V', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARGM-ADV', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', '_', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4384,"[CLS] surprisingly, this little strip mall restaurant has the best sushi i've found in the tampa area. [SEP]'ve [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'V', '_', '_', '_', '_', '_', '_', '_', '_']"
4385,"[CLS] surprisingly, this little strip mall restaurant has the best sushi i've found in the tampa area. [SEP] found [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'ARGM-TMP', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'ARGA', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARG1', 'ARG0', '_', '_', 'V', '_', '_', '_', 'ARGM-LOC', '_', '_']"
4386,[CLS] it's fresh and really tasty. [SEP]'s [SEP],"['ARGM-LVB', '_', '_', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG1', 'V', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_']"
4387,[CLS] it's fresh and really tasty. [SEP] fresh [SEP],"['ARGM-LVB', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG1', '_', '_', 'V', '_', '_', '_', '_', '_', '_']"
4388,"[CLS] i'll drive an hour just for their volcano, yum! [SEP] drive [SEP]","['ARGM-TMP', 'ARGM-REC', 'ARGM-REC', '_', 'C-V', 'C-ARG1', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG0', 'ARGM-MOD', 'ARGM-MOD', 'V', '_', 'ARGM-TMP', '_', '_', '_', 'ARGM-CAU', '_', 'ARGM-DIS', 'ARGM-DIS', '_', '_']"
4389,[CLS] we had a fantastic time. [SEP] had [SEP],"['ARGM-TMP', '_', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V']","['ARG0', 'V', '_', '_', 'ARG1', '_', '_']"
4390,[CLS] sand hill park was a great beach... [SEP] was [SEP],"['C-V', 'C-V', 'ARGM-LVB', '_', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', 'ARG1', 'V', '_', '_', 'ARG2', '_', '_', '_', '_']"
4391,[CLS] thank - you for sharing your cottage! [SEP] thank [SEP],"['_', 'C-V', 'ARGM-LVB', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V']","['V', '_', 'ARG1', '_', 'ARG2', '_', '_', '_', '_']"
4392,[CLS] thank - you for sharing your cottage! [SEP] sharing [SEP],"['C-V', 'C-V', 'ARGM-TMP', 'C-V', '_', 'C-V', 'ARGM-LVB', 'C-V', 'C-V']","['_', '_', '_', '_', 'V', '_', 'ARG1', '_', '_']"
4393,[CLS] delivery is lightning fast. [SEP] delivery [SEP],"['_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['V', '_', '_', '_', '_', '_']"
4394,[CLS] delivery is lightning fast. [SEP] is [SEP],"['ARGM-LVB', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V']","['ARG1', 'V', '_', 'ARG2', '_', '_']"
4395,[CLS] delivery is lightning fast. [SEP] fast [SEP],"['ARGM-LVB', 'C-V', 'R-ARGM-CAU', '_', 'C-V', 'C-V']","['ARG1', '_', 'ARG2', 'V', '_', '_']"
4396,[CLS] perfect since i'm on a budget. [SEP]'m [SEP],"['C-V', 'C-V', 'ARGM-LVB', '_', '_', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V']","['_', '_', 'ARG1', 'V', 'V', '_', '_', 'ARG2', '_', '_', '_']"
4397,"[CLS] but otherwise, it can feel pricey for what you get. [SEP] feel [SEP]","['C-V', 'R-ARGM-COM', 'C-V', 'ARGM-TMP', 'ARGM-REC', '_', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARGM-DIS', 'ARGM-DIS', '_', 'ARG1', 'ARGM-MOD', 'V', 'ARG2', 'ARG2', '_', 'ARGM-ADV', '_', '_', '_', '_']"
4398,"[CLS] but otherwise, it can feel pricey for what you get. [SEP] get [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'ARGM-TMP', '_', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARG0', 'V', '_', '_']"
4399,"[CLS] like the sushi, don't like the pad thai. [SEP] like [SEP]","['_', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'ARG3', 'ARG3', 'ARG3', '_', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V']","['V', '_', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4400,"[CLS] like the sushi, don't like the pad thai. [SEP] do [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4401,"[CLS] like the sushi, don't like the pad thai. [SEP] like [SEP]","['_', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'ARG3', 'ARG3', 'ARG3', '_', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', 'ARGM-NEG', 'ARGM-NEG', 'ARGM-NEG', 'V', '_', '_', 'ARG1', '_', '_']"
4402,"[CLS] holly - the owner, knows exactly how to make you feel beautiful in clothes. [SEP] knows [SEP]","['ARGM-TMP', 'C-V', 'C-V', 'ARGM-TMP', 'C-V', '_', 'C-V', 'ARGM-LVB', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG0', '_', '_', '_', '_', 'V', 'ARGM-ADV', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_']"
4403,"[CLS] holly - the owner, knows exactly how to make you feel beautiful in clothes. [SEP] make [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', 'ARGM-MNR', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_']"
4404,"[CLS] holly - the owner, knows exactly how to make you feel beautiful in clothes. [SEP] feel [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', '_', 'ARGM-LVB', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', 'ARG1', '_', 'ARGM-MNR', '_', '_']"
4405,"[CLS] holly - the owner, knows exactly how to make you feel beautiful in clothes. [SEP] beautiful [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', '_', 'C-V', 'ARGA', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'V', '_', 'ARGM-LOC', '_', '_']"
4406,[CLS] she's an a + and so are her clothes! [SEP]'s [SEP],"['ARGM-LVB', '_', '_', 'C-V', 'R-ARGM-MNR', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['ARG1', 'V', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4407,[CLS] she's an a + and so are her clothes! [SEP] are [SEP],"['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'R-ARGM-COM', '_', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', 'ARG2', 'V', '_', 'ARG1', '_', '_']"
4408,[CLS] very poor customer service. [SEP] service [SEP],"['C-V', 'C-ARGM-CXN', 'ARGM-LVB', '_', 'C-V', 'C-V']","['_', 'ARGM-ADJ', 'ARG2', 'V', '_', '_']"
4409,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] are [SEP]","['C-V', '_', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', 'V', '_', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4410,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] working [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', '_', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', 'ARG0', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4411,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] are [SEP]","['C-V', '_', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_', 'ARG2', 'ARG2', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4412,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] dishonest [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'R-ARGM-CAU', '_', '_', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'ARGM-EXT', 'V', 'V', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4413,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] rude [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4414,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] have [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', 'ARG1', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_']"
4415,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] hear [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-TMP', 'C-V', 'C-V', 'C-V', '_', 'C-V', 'ARGM-LVB', 'ARGM-LVB', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_']"
4416,"[CLS] there are a couple decent people working there, but the rest are very dishonest, as well as rude, i have yet to hear the truth come out of their mouths. [SEP] come [SEP]","['C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'C-V', 'ARGM-LVB', '_', 'C-V', 'C-V', 'C-V', 'R-ARGM-MNR', 'C-V', 'C-V']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_', '_', '_', 'ARG3', '_', '_']"
