,sentence,prediction,gold
3583,[CLS] it is not frequent. [SEP] it is not [SEP],"['ARG1', 'V', 'ARGM-NEG', 'ARG2', '_', 'ARG1', 'V', 'ARGM-NEG']","['ARG1', 'V', 'ARGM-NEG', 'ARG2', '_', 'ARG1', 'V', 'ARGM-NEG']"
3584,[CLS] it is not frequent. [SEP] not frequent. [SEP],"['ARG1', '_', 'ARGM-NEG', 'V', '_', 'ARGM-NEG', 'V', '_']","['ARG1', '_', 'ARGM-NEG', 'V', '_', 'ARGM-NEG', 'V', '_']"
3585,"[CLS] yes dear, you can find lots of public transport options between noida to greater noida. [SEP] can find lots [SEP]","['_', '_', '_', 'ARG0', 'ARGM-MOD', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1']","['ARGM-DIS', 'ARGM-DIS', '_', 'ARG0', 'ARGM-MOD', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1']"
3586,"[CLS] yes dear, you can find lots of public transport options between noida to greater noida. [SEP] public transport options [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_']"
3587,[CLS] there are up govt. [SEP] there are up [SEP],"['_', 'V', '_', 'ARG1', '_', '_', 'V', '_']","['_', 'V', '_', 'ARG1', '_', '_', 'V', '_']"
3588,"[CLS] buses, dtc buses, call center cabs, private white line buses most frequently running between noida and greater noida. [SEP] frequently running between [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'ARGM-TMP', 'V', '_', 'ARGM-DIR', 'ARGM-DIR', '_', '_', '_', '_', '_', 'ARGM-TMP', 'V', '_']"
3589,"[CLS] you can find them from indian oil building, sector - 37, taj express road ( bus stops ) etc. [SEP] can find them [SEP]","['ARG0', 'ARGM-MOD', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1']","['ARG0', 'ARGM-MOD', 'V', 'ARG1', '_', '_', '_', 'ARGM-DIR', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', 'ARG1']"
3590,"[CLS] thanks, [SEP] _ thanks, [SEP]","['V', '_', '_', 'V', '_']","['V', '_', '_', 'V', '_']"
3591,[CLS] how can you get wifi anywhere 24 / 7 on your apple ipod 8 gb? [SEP] you get wifi [SEP],"['_', 'ARGM-MOD', 'ARG0', 'V', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', 'ARG1', 'ARG1']","['ARGM-MNR', 'ARGM-MOD', 'ARG0', 'V', 'ARG1', 'ARG1', 'ARGM-LOC', '_', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', 'ARGM-LOC', '_', 'ARG0', 'V', 'ARG1', 'ARG1']"
3592,"[CLS] i have wifi at my house, but that s just at my house... is there any way i can buy some card to make the ipod itself have wifi? [SEP] i have wifi [SEP]","['ARG0', 'V', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARG1', '_', '_', 'V', 'ARG1', 'ARG1']","['ARG0', 'V', 'ARG1', 'ARG1', '_', '_', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', 'ARG1', 'ARG1']"
3593,"[CLS] i have wifi at my house, but that s just at my house... is there any way i can buy some card to make the ipod itself have wifi? [SEP] that s just [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARGM-ADV', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARGM-ADV']","['_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARGM-ADV', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARGM-ADV']"
3594,"[CLS] i have wifi at my house, but that s just at my house... is there any way i can buy some card to make the ipod itself have wifi? [SEP]... is there [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
3595,"[CLS] i have wifi at my house, but that s just at my house... is there any way i can buy some card to make the ipod itself have wifi? [SEP] any way i [SEP]","['_', '_', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
3596,"[CLS] i have wifi at my house, but that s just at my house... is there any way i can buy some card to make the ipod itself have wifi? [SEP] can buy some [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'ARG0', 'ARGM-MOD', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'ARG0', 'ARGM-MOD', 'V', '_', 'ARG1', '_', 'ARGM-PRP', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', '_']"
3597,"[CLS] i have wifi at my house, but that s just at my house... is there any way i can buy some card to make the ipod itself have wifi? [SEP] to make the [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', 'ARG1', '_', 'ARG1', '_', '_', '_', '_', 'V', '_']"
3598,"[CLS] i have wifi at my house, but that s just at my house... is there any way i can buy some card to make the ipod itself have wifi? [SEP] itself have wifi [SEP]","['_', '_', 'ARG1', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', 'ARG1', '_', '_', 'V', '_', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', 'ARG1', 'ARG1', '_', '_', '_', '_', '_']"
3599,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] i want to [SEP]","['ARG0', 'V', '_', '_', 'ARG1', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['ARG0', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
3600,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] to be able [SEP]","['ARG1', '_', '_', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG2']","['ARG1', '_', '_', 'V', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG2']"
3601,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] be able to [SEP]","['ARG0', '_', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['ARG1', '_', '_', '_', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
3602,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] to use it [SEP]","['_', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', '_', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']","['ARG0', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', '_', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']"
3603,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] i guess like [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
3604,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] that s later [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', 'ARGM-TMP']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']"
3605,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] i know what [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']"
3606,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] they are so [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARG1', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG2', 'ARG1', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'V', '_']"
3607,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] no suggestions on [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-NEG', 'V', '_', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-NEG', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-NEG', 'V', '_', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-NEG', 'V', '_']"
3608,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] just goin out [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'V', 'ARGM-DIR', '_', 'ARGM-PRP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', 'V', '_']"
3609,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] to buy one [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1']"
3610,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] i m talking [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
3611,"[CLS] i want to be able to use it in my car, out n about etc... i guess like an iphone, but that s later on and, i know what they are so no suggestions on just goin out to buy one i m talking about right now just for an ipod??. [SEP] m talking about [SEP]","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', 'ARG0', '_', 'V', '_', '_', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', 'V', '_', '_', 'ARG1', '_', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', 'V', '_']"
3612,[CLS] you got ta get an iphone for 3g... only way... actually there is a thing that you pay for monthly that gets wifi from satellite and you can connect to it anywhere but you have to cary it with you [SEP] you got ta [SEP],"['ARG0', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['ARG0', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
3613,[CLS] you got ta get an iphone for 3g... only way... actually there is a thing that you pay for monthly that gets wifi from satellite and you can connect to it anywhere but you have to cary it with you [SEP] ta get an [SEP],"['ARG0', '_', '_', 'V', '_', 'ARG1', '_', '_', 'ARG2', '_', '_', '_', '_', 'ARGM-ADV', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['ARG0', '_', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
3614,[CLS] you got ta get an iphone for 3g... only way... actually there is a thing that you pay for monthly that gets wifi from satellite and you can connect to it anywhere but you have to cary it with you [SEP] only way... [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_', '_', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADJ', 'V', '_', '_', '_']"
3615,[CLS] you got ta get an iphone for 3g... only way... actually there is a thing that you pay for monthly that gets wifi from satellite and you can connect to it anywhere but you have to cary it with you [SEP] there is a [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-ADV', '_', 'V', '_', 'ARG1', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', '_']"
3616,[CLS] you got ta get an iphone for 3g... only way... actually there is a thing that you pay for monthly that gets wifi from satellite and you can connect to it anywhere but you have to cary it with you [SEP] you pay for [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG1', '_', 'ARG0', 'V', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG3', 'R-ARG3', 'ARG0', 'V', 'C-ARG3', 'ARGM-TMP', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'V', '_']"
3617,[CLS] you got ta get an iphone for 3g... only way... actually there is a thing that you pay for monthly that gets wifi from satellite and you can connect to it anywhere but you have to cary it with you [SEP] that gets wifi [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'R-ARG1', 'V', 'ARG2', 'ARG1', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'R-ARG0', 'V', 'ARG1', 'ARG1']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', '_', '_', '_', '_', '_', 'R-ARG0', 'V', 'ARG1', 'ARG1', '_', 'ARG2', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'V', 'ARG1', 'ARG1']"
3618,[CLS] you got ta get an iphone for 3g... only way... actually there is a thing that you pay for monthly that gets wifi from satellite and you can connect to it anywhere but you have to cary it with you [SEP] can connect to [SEP],"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'ARGM-MOD', 'V', '_', 'ARG1', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', '_']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'ARG0', 'ARGM-MOD', 'V', '_', 'ARG2', 'ARGM-LOC', '_', '_', '_', '_', '_', '_', '_', '_', 'ARGM-MOD', 'V', '_']"
